,URL,Status,price,type,subtype,country,region,province,district,locality,postalCode,street,number,box,floor,bedroomCount,netHabitableSurface,constructionYear,facadeCount,floorCount,hasLift,kitchen,hasGarden,gardenSurface,hasTerrace,terraceSurface,land,fireplaceExists,hasSwimmingPool,hasAirConditioning,bathroomCount,showerRoomCount,toiletCount,parkingCountIndoor,parkingCountOutdoor,parkingCountClosedBox,primaryEnergyConsumptionPerSqm,epcScore,hasDoubleGlazing,saleType
10664546,https://www.immoweb.be/en/classified/10664546,200,185000.0,HOUSE,HOUSE,Belgium,Flanders,Antwerp,Antwerp,Antwerpen,2060,Diepestraat,36,4,,2.0,,1860.0,2.0,,False,,,,True,1.0,97.0,False,False,False,1.0,0.0,1.0,,,,,,True,
10664545,https://www.immoweb.be/en/classified/10664545,200,550000.0,HOUSE,HOUSE,Belgium,Wallonie,Hainaut,Tournai,Tournai,7500,Place de Tournai,/,,,5.0,617.0,,2.0,,,,,,,,0.0,False,,,,0.0,,,,,,,True,
10664544,https://www.immoweb.be/en/classified/10664544,200,525000.0,HOUSE,HOUSE,Belgium,Wallonie,Namur,Namur,Eghezée,5310,Rue de Consèle,43,,,4.0,280.0,1918.0,4.0,,,,True,1800.0,True,60.0,1900.0,True,,,2.0,0.0,2.0,,4.0,,206.0,C,,
10664539,https://www.immoweb.be/en/classified/10664539,200,499000.0,HOUSE,VILLA,Belgium,Wallonie,Walloon Brabant,Nivelles,Grez-Doiceau,1390,,,,,3.0,158.0,1964.0,4.0,,,INSTALLED,True,712.0,True,30.0,712.0,True,,,2.0,0.0,2.0,2.0,2.0,,250.0,C,,
10664536,https://www.immoweb.be/en/classified/10664536,200,599000.0,HOUSE,HOUSE,Belgium,Flanders,Antwerp,Antwerp,Wijnegem,2110,Stokerijstraat,164,,,3.0,179.0,2023.0,3.0,,,HYPER_EQUIPPED,True,265.0,,,411.0,False,,,2.0,1.0,2.0,1.0,,,13.0,A,True,
10664532,https://www.immoweb.be/en/classified/10664532,200,215000.0,HOUSE,HOUSE,Belgium,Flanders,West Flanders,Ieper,Wervik,8940,Geluwesesteenweg,36,,,3.0,143.0,,2.0,,False,INSTALLED,True,,True,,233.0,False,False,,,0.0,2.0,,,,319.0,D,True,
10664525,https://www.immoweb.be/en/classified/10664525,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664523,https://www.immoweb.be/en/classified/10664523,200,300000.0,HOUSE,VILLA,Belgium,Wallonie,Hainaut,Ath,Isières,7822,Chemin du Grand Marais,71,,,3.0,,,4.0,,,INSTALLED,,,True,,930.0,False,,,1.0,0.0,1.0,,,,446.0,F,,NotarySale
10664518,https://www.immoweb.be/en/classified/10664518,200,197500.0,HOUSE,HOUSE,Belgium,Wallonie,Walloon Brabant,Nivelles,Rebecq,1430,Rue de la Cure,9,,,3.0,166.0,,2.0,,False,,,,,,274.0,False,False,,1.0,0.0,,,,,573.0,G,True,
10664517,https://www.immoweb.be/en/classified/10664517,200,359000.0,HOUSE,HOUSE,Belgium,Brussels,Brussels,Brussels,Schaerbeek,1030,,,,,4.0,166.0,,2.0,,,INSTALLED,,,,,6.0,False,,,1.0,1.0,2.0,,,,292.0,F,False,
10664514,https://www.immoweb.be/en/classified/10664514,200,465000.0,HOUSE,HOUSE,Belgium,Flanders,Antwerp,Turnhout,Olen,2250,Noorderwijkseweg,82,,,3.0,293.0,1982.0,4.0,,False,,,,,,814.0,False,False,,1.0,0.0,,1.0,,,332.0,D,True,
10664512,https://www.immoweb.be/en/classified/10664512,200,675000.0,APARTMENT,APARTMENT,Belgium,Brussels,Brussels,Brussels,Ixelles,1050,,,,0.0,3.0,153.0,1905.0,2.0,,True,,True,175.0,True,19.0,,True,,,1.0,0.0,2.0,,,,,,,
10664510,https://www.immoweb.be/en/classified/10664510,200,125000.0,HOUSE,HOUSE,Belgium,Flanders,East Flanders,Aalst,Haaltert,9450,Hoefstraat,2,,,2.0,100.0,,4.0,,False,SEMI_EQUIPPED,True,190.0,,,160.0,False,False,,,0.0,1.0,,1.0,,1112.0,F,True,
10664507,https://www.immoweb.be/en/classified/10664507,200,279000.0,APARTMENT,APARTMENT,Belgium,Flanders,Limburg,Maaseik,Lommel,3920,Molsekiezel,40,,0.0,2.0,84.0,1996.0,2.0,,False,HYPER_EQUIPPED,,,True,,,False,False,,1.0,0.0,,1.0,,,326.0,D,True,
10664506,https://www.immoweb.be/en/classified/10664506,200,359000.0,HOUSE,HOUSE,Belgium,Flanders,Flemish Brabant,Halle-Vilvoorde,Liedekerke,1770,Holstraat,155,,,3.0,151.0,1957.0,3.0,,False,,,,,,3025.0,False,False,,1.0,0.0,,,,,672.0,F,False,
10664504,https://www.immoweb.be/en/classified/10664504,200,375745.0,HOUSE,HOUSE,Belgium,Flanders,Limburg,Hasselt,Meldert,3560,Dikke Eikstraat,lot 2 + 3,,,4.0,176.0,,3.0,,,,,,,,621.0,False,,,1.0,0.0,2.0,,,,,,,
10664501,https://www.immoweb.be/en/classified/10664501,200,485000.0,HOUSE,HOUSE,Belgium,Flanders,Flemish Brabant,Halle-Vilvoorde,Londerzeel,1840,Boeksheide,"105,",,,4.0,311.0,1969.0,4.0,,False,INSTALLED,True,,,,634.0,False,False,,2.0,0.0,2.0,1.0,6.0,,196.0,B,True,
10664499,https://www.immoweb.be/en/classified/10664499,200,374000.0,HOUSE,HOUSE,Belgium,Flanders,West Flanders,Brugge,Heist-aan-Zee,8301,,,,,4.0,224.0,,2.0,,False,INSTALLED,True,,True,,220.0,False,False,,1.0,0.0,2.0,,,,280.0,C,True,
10664498,https://www.immoweb.be/en/classified/10664498,200,229000.0,HOUSE,HOUSE,Belgium,Flanders,West Flanders,Brugge,Knokke,8300,,,,,3.0,88.0,1951.0,2.0,,False,INSTALLED,True,,True,,244.0,False,False,,1.0,0.0,1.0,,,,279.36,C,True,
10664496,https://www.immoweb.be/en/classified/10664496,200,180000.0,APARTMENT,APARTMENT,Belgium,Flanders,East Flanders,Aalst,Geraardsbergen,9500,,,,2.0,2.0,,,2.0,3.0,False,,,,,,,False,False,,1.0,0.0,1.0,1.0,,,233.0,C,True,
10664494,https://www.immoweb.be/en/classified/10664494,200,395000.0,HOUSE,HOUSE,Belgium,Flanders,East Flanders,Gent,Gent,9000,Bomastraat,"50,",,,3.0,200.0,1918.0,,,False,,,,,,111.0,False,False,,2.0,0.0,,1.0,,,598.0,F,False,
10664493,https://www.immoweb.be/en/classified/10664493,200,399500.0,HOUSE,HOUSE,Belgium,Flanders,East Flanders,Sint-Niklaas,Sint-Niklaas,9112,Edgar Tinelstraat,"64,",,,2.0,164.0,1944.0,4.0,,False,,,,True,,740.0,False,False,,1.0,0.0,2.0,1.0,3.0,,366.0,D,True,
10664492,https://www.immoweb.be/en/classified/10664492,200,368000.0,APARTMENT,FLAT_STUDIO,Belgium,Flanders,Limburg,Hasselt,Sint-Truiden,3800,Kwadensteenweg,"76,",,0.0,3.0,98.0,,2.0,,False,INSTALLED,True,92.0,,,,False,False,,1.0,0.0,1.0,,,,0.0,,False,
10664491,https://www.immoweb.be/en/classified/10664491,200,326000.0,APARTMENT,FLAT_STUDIO,Belgium,Flanders,Limburg,Hasselt,Sint-Truiden,3800,Kwadensteenweg,"76,",,0.0,2.0,87.0,,2.0,,False,INSTALLED,True,38.0,,,,False,False,,1.0,0.0,1.0,,,,0.0,,False,
10664490,https://www.immoweb.be/en/classified/10664490,200,325000.0,HOUSE,HOUSE,Belgium,Flanders,Limburg,Hasselt,Sint-Truiden,3800,Bourgondiërsstraat,"104,",,,3.0,144.0,2021.0,,,False,,True,150.0,True,21.0,217.0,False,False,,1.0,0.0,2.0,1.0,4.0,,26.0,A,True,
10664489,https://www.immoweb.be/en/classified/10664489,200,395000.0,HOUSE,HOUSE,Belgium,Wallonie,Walloon Brabant,Nivelles,Waterloo,1410,Quartier Joli-Bois,.,,,3.0,165.0,1956.0,2.0,,,INSTALLED,True,,True,,311.0,False,,,2.0,0.0,3.0,,2.0,,254.0,C,True,
10664488,https://www.immoweb.be/en/classified/10664488,200,559000.0,HOUSE,BUNGALOW,Belgium,Flanders,West Flanders,Oostend,De Haan,8420,Duinenweg,"31,",,,3.0,188.0,1977.0,4.0,,False,INSTALLED,True,,True,,927.0,True,False,,1.0,0.0,1.0,1.0,,,210.0,C,True,
10664487,https://www.immoweb.be/en/classified/10664487,200,193000.0,APARTMENT,FLAT_STUDIO,Belgium,Flanders,East Flanders,Gent,Gent,9000,Hoogstraat,147,203,0.0,0.0,,1985.0,2.0,,,INSTALLED,,,,,,False,,,1.0,1.0,1.0,,,,213.0,C,True,
10664486,https://www.immoweb.be/en/classified/10664486,200,449000.0,HOUSE,HOUSE,Belgium,Flanders,West Flanders,Brugge,Oostkamp,8020,Wollestraat,"47,",,,4.0,,,4.0,,False,INSTALLED,,,True,,200.0,False,False,,2.0,1.0,2.0,,1.0,,0.0,,True,
10664481,https://www.immoweb.be/en/classified/10664481,200,285000.0,APARTMENT,SERVICE_FLAT,Belgium,Flanders,East Flanders,Gent,Evergem,9940,Kapellestraat,57,103,1.0,1.0,,2020.0,,,True,,,,,,,False,,False,1.0,0.0,1.0,,,,,,False,
10664480,https://www.immoweb.be/en/classified/10664480,200,420000.0,APARTMENT,APARTMENT,Belgium,Flanders,West Flanders,Brugge,Brugge,8000,Garenmarkt,"10,",,3.0,2.0,83.0,1994.0,2.0,,True,INSTALLED,,,True,,,False,False,,1.0,0.0,1.0,1.0,,,91.0,A,True,
10664479,https://www.immoweb.be/en/classified/10664479,200,268000.0,HOUSE,HOUSE,Belgium,Flanders,West Flanders,Kortrijk,Sint-Denijs,8554,,,,,5.0,175.0,,3.0,,False,,True,330.0,,,450.0,False,,False,1.0,0.0,1.0,,2.0,,138.0,B,True,
10664478,https://www.immoweb.be/en/classified/10664478,200,3095000.0,APARTMENT,APARTMENT,Belgium,Flanders,West Flanders,Veurne,Oostduinkerke,8670,Zandzeggelaan,"17,",,3.0,2.0,274.0,1993.0,2.0,1.0,False,INSTALLED,,,,,,False,False,,2.0,0.0,3.0,1.0,,,220.0,C,True,
10664476,https://www.immoweb.be/en/classified/10664476,200,229000.0,HOUSE,HOUSE,Belgium,Flanders,West Flanders,Roeselare,Moorslede,8890,Dadizeelsestraat,"5,",,,3.0,238.0,,,,False,,True,203.0,,,358.0,False,False,,1.0,0.0,2.0,1.0,1.0,,697.0,F,True,
10664475,https://www.immoweb.be/en/classified/10664475,200,265000.0,APARTMENT,GROUND_FLOOR,Belgium,Flanders,West Flanders,Tielt,Pittem,8740,Tieltstraat,61,0.1,0.0,2.0,121.0,2007.0,3.0,,True,,,,True,,,False,,False,1.0,0.0,1.0,1.0,,,182.0,B,True,
10664473,https://www.immoweb.be/en/classified/10664473,200,175000.0,APARTMENT,APARTMENT,Belgium,Flanders,West Flanders,Oostend,Oostende,8400,Van Iseghemlaan,147,0001,0.0,2.0,,1984.0,,,False,,,,True,,,False,,False,,0.0,1.0,,,,205.0,C,True,
10664470,https://www.immoweb.be/en/classified/10664470,200,449000.0,HOUSE,MANSION,Belgium,Flanders,Antwerp,Mechelen,Mechelen,2800,Schuttersvest,21,,,4.0,339.0,,2.0,,False,,,,,,199.0,False,False,,1.0,0.0,,,,,584.0,F,False,
10664469,https://www.immoweb.be/en/classified/10664469,200,437000.0,HOUSE,HOUSE,Belgium,Flanders,Limburg,Hasselt,Lummen,3560,Gestelstraat,72,,,3.0,181.0,1997.0,4.0,,,,True,,True,,1641.0,True,,,1.0,1.0,2.0,1.0,3.0,,195.0,B,True,
10664467,https://www.immoweb.be/en/classified/10664467,200,245000.0,APARTMENT,APARTMENT,Belgium,Brussels,Brussels,Brussels,Ganshoren,1083,,,,4.0,2.0,93.0,1993.0,3.0,4.0,True,SEMI_EQUIPPED,,,True,3.0,,True,,,1.0,0.0,1.0,,,,446.0,G,True,
10664466,https://www.immoweb.be/en/classified/10664466,200,265000.0,APARTMENT,APARTMENT,Belgium,Brussels,Brussels,Brussels,Koekelberg,1081,,,,5.0,2.0,,1990.0,2.0,6.0,True,,,,True,10.0,,True,,,1.0,0.0,1.0,1.0,,,235.0,E,True,
10664464,https://www.immoweb.be/en/classified/10664464,200,225000.0,HOUSE,HOUSE,Belgium,Flanders,West Flanders,Roeselare,Roeselare,8800,Meulebekestraat,31,,,3.0,117.0,,2.0,,False,INSTALLED,True,70.0,,,140.0,False,False,,,0.0,1.0,,,,209.0,C,True,
10664463,https://www.immoweb.be/en/classified/10664463,200,399000.0,HOUSE,VILLA,Belgium,Flanders,West Flanders,Tielt,Tielt,8700,Pontweg,32,,,3.0,199.0,,,,False,INSTALLED,True,,True,,582.0,False,False,,,1.0,2.0,1.0,1.0,,199.0,B,True,
10664460,https://www.immoweb.be/en/classified/10664460,200,2200000.0,HOUSE,VILLA,Belgium,Flanders,Antwerp,Antwerp,Schoten,2900,Valkenlaan,42,,,4.0,370.0,1970.0,4.0,,,HYPER_EQUIPPED,,,,,2053.0,True,,,2.0,0.0,3.0,2.0,,,157.0,B,True,
10664459,https://www.immoweb.be/en/classified/10664459,200,399000.0,HOUSE,HOUSE,Belgium,Wallonie,Liège,Liège,Fléron Romsée,4624,Rue Roosevelt,107,,,4.0,261.0,,3.0,,False,INSTALLED,True,135.0,True,35.0,375.0,False,False,,2.0,0.0,2.0,,3.0,,297.0,D,True,
10664457,https://www.immoweb.be/en/classified/10664457,200,275000.0,APARTMENT,PENTHOUSE,Belgium,Wallonie,Hainaut,Soignies,Petit-Enghien,7850,Avenue Charles Lemercier,53 6,,3.0,2.0,98.0,1977.0,1.0,,,INSTALLED,,,True,37.0,,False,,,1.0,0.0,1.0,1.0,1.0,,378.0,E,True,NotarySale
10664456,https://www.immoweb.be/en/classified/10664456,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664455,https://www.immoweb.be/en/classified/10664455,200,1025000.0,HOUSE,VILLA,Belgium,Flanders,East Flanders,Gent,Gent,9050,Peter Benoitlaan,58,,,4.0,357.0,1951.0,4.0,,,INSTALLED,True,1492.0,True,,1650.0,False,,,3.0,0.0,4.0,,,,228.0,C,True,NotarySale
10664453,https://www.immoweb.be/en/classified/10664453,200,350000.0,HOUSE,HOUSE,Belgium,Wallonie,Hainaut,Charleroi,Monceau-sur-Sambre,6031,Rue Traversière (MS),40,,,5.0,,,,,,,,,,,0.0,False,,,,0.0,,,,,,,,NotarySale
10664452,https://www.immoweb.be/en/classified/10664452,200,345000.0,APARTMENT,APARTMENT,Belgium,Flanders,East Flanders,Gent,Ledeberg,9050,August Van Bockxstaelestraat,70,,1.0,2.0,126.0,1967.0,2.0,,,INSTALLED,,,,,,False,,,1.0,0.0,1.0,,,,231.0,C,True,NotarySale
10664451,https://www.immoweb.be/en/classified/10664451,200,195000.0,APARTMENT,DUPLEX,Belgium,Wallonie,Hainaut,Mouscron,Mouscron,7700,Rue du Mont-à-Leux,39 2,,0.0,2.0,,2008.0,2.0,,,,,,,,,False,,,,0.0,,,,,175.0,C,True,NotarySale
10664450,https://www.immoweb.be/en/classified/10664450,200,925000.0,HOUSE,VILLA,Belgium,Wallonie,Walloon Brabant,Nivelles,Chaumont-Gistoux,1325,,,,,5.0,310.0,1996.0,4.0,,False,INSTALLED,,,True,,3169.0,False,False,,3.0,0.0,2.0,,,,199.0,C,False,
10664449,https://www.immoweb.be/en/classified/10664449,200,630000.0,HOUSE,HOUSE,Belgium,Wallonie,Walloon Brabant,Nivelles,Lasne,1380,,,,,3.0,160.0,,4.0,,False,INSTALLED,,,True,,1353.0,False,False,,2.0,0.0,2.0,,2.0,,244.0,C,True,
10664443,https://www.immoweb.be/en/classified/10664443,200,159000.0,APARTMENT,APARTMENT,Belgium,Flanders,East Flanders,Sint-Niklaas,Lokeren,9160,Van Hesedreef,12, W5,2.0,1.0,57.0,1991.0,2.0,2.0,,SEMI_EQUIPPED,,,True,6.0,,True,,,1.0,0.0,1.0,,,,353.0,D,True,
10664442,https://www.immoweb.be/en/classified/10664442,200,159000.0,APARTMENT,APARTMENT,Belgium,Flanders,East Flanders,Dendermonde,Zele,9240,Van Hesedreef,12, W5,2.0,1.0,57.0,1991.0,2.0,2.0,,SEMI_EQUIPPED,,,True,6.0,,True,,,1.0,0.0,1.0,,,,353.0,D,True,
10664440,https://www.immoweb.be/en/classified/10664440,200,375000.0,HOUSE,HOUSE,Belgium,Flanders,Limburg,Hasselt,Nieuwerkerken,3850,Verlaerstraat,64,,,4.0,275.0,1977.0,4.0,,,SEMI_EQUIPPED,,,True,9.0,1315.0,True,,,1.0,1.0,2.0,1.0,,,304.0,D,True,
10664439,https://www.immoweb.be/en/classified/10664439,200,550000.0,HOUSE,HOUSE,Belgium,Flanders,Antwerp,Mechelen,Lier,2500,Vredebergstraat,11,,,4.0,245.0,1780.0,2.0,,,HYPER_EQUIPPED,True,20.0,True,20.0,199.0,False,,,1.0,0.0,2.0,,,,534.0,F,,
10664438,https://www.immoweb.be/en/classified/10664438,200,315000.0,APARTMENT,APARTMENT,Belgium,Flanders,Antwerp,Antwerp,Deurne,2100,Boshovestraat,62, 102,1.0,3.0,133.0,1950.0,2.0,,,INSTALLED,,,True,25.0,,True,,,2.0,0.0,2.0,,,,214.0,C,True,
10664437,https://www.immoweb.be/en/classified/10664437,200,1185000.0,HOUSE,HOUSE,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2018,Sanderusstraat,49,,,6.0,485.0,1910.0,2.0,,,INSTALLED,True,45.0,True,35.0,165.0,True,,,3.0,3.0,3.0,,,,457.0,E,True,
10664433,https://www.immoweb.be/en/classified/10664433,200,354000.0,HOUSE,HOUSE,Belgium,Flanders,East Flanders,Gent,Gent,9000,,,,,2.0,,1986.0,,,False,,True,,,,240.0,False,False,,1.0,0.0,2.0,,,,494.0,E,False,
